"","Crime.ID","Month","Reported.by","Falls.within","Longitude","Latitude","Location","LSOA.code","LSOA.name","Crime.type","Last.outcome.category","Context"
"3304","51587961f88972729bbf631f8391b2835e622b63ee3e081ffb26a87be87b52c0","2013-12","Gwent Police","Gwent Police",-3.130909,51.72371,"On or near Upper Arail Street","W01001476","Blaenau Gwent 009D","Criminal damage and arson","Offender given a caution",NA
"3308","a830a4f315254e6fd7580f359c0d09d711793de920bf7a772f8e052c208c8944","2013-12","Gwent Police","Gwent Police",-3.125956,51.718965,"On or near Graig Road","W01001477","Blaenau Gwent 009E","Criminal damage and arson","Under investigation",NA
"3310","9d0984a86172d46024f50c7fc07981656ed0eb2c6a69dcc529d008622951b9ce","2013-12","Gwent Police","Gwent Police",-3.257968,51.742523,"On or near Charles Street","W01001374","Caerphilly 001A","Criminal damage and arson","Under investigation",NA
"3321","468316ace4e0fb0cb946279ea7959dcab3ad9af6e6dce63a8402ee2d23b8f539","2013-12","Gwent Police","Gwent Police",-3.286676,51.761886,"On or near High Street","W01001375","Caerphilly 001B","Criminal damage and arson","Under investigation",NA
"3322","7e6f2b8efb8abe9bdd24982fec4d463cefbaee7872fdc6c618dc4cf3bbc9df7a","2013-12","Gwent Police","Gwent Police",-3.280459,51.758815,"On or near Jenkins Row","W01001375","Caerphilly 001B","Criminal damage and arson","No further action at this time",NA
"3338","65ac57584e5ab57be05df7f8fdd5ae9bedda0d339ddec88abcdc8e33334e2a19","2013-12","Gwent Police","Gwent Police",-3.278755,51.744654,"On or near Brewer Street","W01001406","Caerphilly 001D","Criminal damage and arson","Under investigation",NA
"3344","35292a62ecb478264e4d3b6aea56ee8aa6c0b0abf17395a9accc165e2f29ba6e","2013-12","Gwent Police","Gwent Police",-3.290629,51.770951,"On or near Aneurin Terrace","W01001428","Caerphilly 001E","Criminal damage and arson","No further action at this time",NA
"3345","ad7952a36513fe2a1fec7dd9cec9c6034011cbecabea385bb3d040a1d067d578","2013-12","Gwent Police","Gwent Police",-3.290629,51.770951,"On or near Aneurin Terrace","W01001428","Caerphilly 001E","Criminal damage and arson","No further action at this time",NA
"3346","63603c8c125c24a5871764f379dfb3cdc6a1d4d6ea56825dd0e1ef65472468d7","2013-12","Gwent Police","Gwent Police",-3.288156,51.767588,"On or near Phillip'S Walk","W01001428","Caerphilly 001E","Criminal damage and arson","Under investigation",NA
"3347","75949f14d981c8abb5394f7cc21ef6c51bc3cca02123e1d602a2eac667c84502","2013-12","Gwent Police","Gwent Police",-3.288156,51.767588,"On or near Phillip'S Walk","W01001428","Caerphilly 001E","Criminal damage and arson","Under investigation",NA
"3348","000ef40b4171efb8825dae92e8b35a599a53454481555e85580be27108a7e7f5","2013-12","Gwent Police","Gwent Police",-3.288156,51.767588,"On or near Phillip'S Walk","W01001428","Caerphilly 001E","Criminal damage and arson","Under investigation",NA
"3349","15c52e4e666a097c8475c816c7ea878bd9f79a0285d1c658d75270a0d503fd4b","2013-12","Gwent Police","Gwent Police",-3.288156,51.767588,"On or near Phillip'S Walk","W01001428","Caerphilly 001E","Criminal damage and arson","Under investigation",NA
"3350","2d7ef1f1bc2e1149cd3e1a9297198ae54075213f98d8bb6935103bcf8592ca0e","2013-12","Gwent Police","Gwent Police",-3.28835,51.770814,"On or near Pen-Y-Dre","W01001428","Caerphilly 001E","Criminal damage and arson","Under investigation",NA
"3353","ca1e1c7fe4586c7a1e1ac9789f649342225fc4e6c5839065ab619b34f522cd51","2013-12","Gwent Police","Gwent Police",-3.284631,51.781725,"On or near Bryn Amlwg Close","W01001429","Caerphilly 001F","Criminal damage and arson","No further action at this time",NA
"3354","6632ecb058b85ced298e5ea0b2f72156c77bfe3059d53ee50a27e488848e9cb7","2013-12","Gwent Police","Gwent Police",-3.29113,51.768185,"On or near Carno Street","W01001429","Caerphilly 001F","Criminal damage and arson","Under investigation",NA
"3357","26c947a972142e06a86214757f2d950ae5218187120c62ec07d87acd2ef7634f","2013-12","Gwent Police","Gwent Police",-3.263954,51.706861,"On or near Brecon Terrace","W01001360","Caerphilly 002A","Criminal damage and arson","No further action at this time",NA
"3360","2b628a8951af84b1708bd4edf26dd71675c62ac4dc3dd002ec048d72c587bf03","2013-12","Gwent Police","Gwent Police",-3.293757,51.743987,"On or near Hillside","W01001361","Caerphilly 002B","Criminal damage and arson","Under investigation",NA
"3370","acf4d5b186e7442363de97206be0097fc2a74fd7a68aefe168ee855d98e6a835","2013-12","Gwent Police","Gwent Police",-3.24429,51.722815,"On or near Chapel Street","W01001384","Caerphilly 002C","Criminal damage and arson","Under investigation",NA
"3374","83e56e232c49464cfca1869ef1b643ee0fc9f05cd5a41f728cbbe1daa344f715","2013-12","Gwent Police","Gwent Police",-3.23706,51.71782,"On or near Long Row","W01001385","Caerphilly 002D","Criminal damage and arson","Under investigation",NA
"3375","0ca2235fc9349ddde804b17b9bdb4e6221a0859ed066232c674957fef8302978","2013-12","Gwent Police","Gwent Police",-3.23706,51.71782,"On or near Long Row","W01001385","Caerphilly 002D","Criminal damage and arson","No further action at this time",NA
"3383","71891224d04d22a386bf700b4834438541594688890e533a74dfa679ced4c433","2013-12","Gwent Police","Gwent Police",-3.240103,51.723255,"On or near Bedlwyn Road","W01001386","Caerphilly 002E","Criminal damage and arson","Under investigation",NA
"3384","3d3c449386318b8da2d186fd528eab6dcfd33617e4b756b8134c586e4c7358b3","2013-12","Gwent Police","Gwent Police",-3.238795,51.725157,"On or near Farm Terrace","W01001386","Caerphilly 002E","Criminal damage and arson","Under investigation",NA
"3393","23c3277d05957b227adb7b0f1171b449deb3373e7efb494d8d86675b0c0b5ee0","2013-12","Gwent Police","Gwent Police",-3.216548,51.696284,"On or near Cwrt Neuadd Wen","W01001325","Caerphilly 003A","Criminal damage and arson","Awaiting court outcome",NA
"3410","ae57f5fde595a5eb42f04429045ee12e02cd1fa773dad3436532ab9503fc4ca8","2013-12","Gwent Police","Gwent Police",-3.225586,51.6961,"On or near Cwm Road","W01001326","Caerphilly 003B","Criminal damage and arson","Awaiting court outcome",NA
"3411","08424b15743b039620bb0e09923525931eb77fe2c801845620bea0a7435203c5","2013-12","Gwent Police","Gwent Police",-3.225773,51.696592,"On or near New Road","W01001326","Caerphilly 003B","Criminal damage and arson","Under investigation",NA
"3423","7c4c84cdc2a86ecd828173066d4df70fcc4a63a0a0d41a2ba6cf88a046ff3e19","2013-12","Gwent Police","Gwent Police",-3.227329,51.674394,"On or near Lewis Crescent","W01001362","Caerphilly 003C","Criminal damage and arson","Under investigation",NA
"3433","1b53452d5f203adedb67ede49db8f0d0dc1621432eba616dd5bc5109c9e3402e","2013-12","Gwent Police","Gwent Police",-3.236759,51.692485,"On or near Mount Pleasant","W01001336","Caerphilly 004A","Criminal damage and arson","No further action at this time",NA
"3440","c004404b1c8dfdb5646752ef9820c77acfc7bff188da2c255eea9f1a435c31bb","2013-12","Gwent Police","Gwent Police",-3.233458,51.68601,"On or near Park Crescent","W01001337","Caerphilly 004B","Criminal damage and arson","Under investigation",NA
"3456","302aa32899439a213bdc09503b4dc89f367aca1dedc618ceffceaba3393ef5f4","2013-12","Gwent Police","Gwent Police",-3.229162,51.690281,"On or near Nightclub","W01001338","Caerphilly 004C","Criminal damage and arson","Under investigation",NA
"3457","8f6fea98a95cb3e39e9ff9711b8ecdaf267c96e38d1f422779e0f3c6cefaf403","2013-12","Gwent Police","Gwent Police",-3.230233,51.691376,"On or near Upper High Street","W01001338","Caerphilly 004C","Criminal damage and arson","Under investigation",NA
"3458","1711811fa79080a40d7e8b0ec9d741cd8824455653c3e939d156deb59a7d1eaa","2013-12","Gwent Police","Gwent Police",-3.232645,51.691224,"On or near Heolddu Road","W01001338","Caerphilly 004C","Criminal damage and arson","Under investigation",NA
"3459","1be329faa672ba7e2d508113c601c5ad3a436aa3022557f9219f80014b2203fd","2013-12","Gwent Police","Gwent Police",-3.229162,51.690281,"On or near Nightclub","W01001338","Caerphilly 004C","Criminal damage and arson","Under investigation",NA
"3472","5d4e7cc88c83a39b5118f9b79f809e55965274d240258a38ebdebc907ff718ef","2013-12","Gwent Police","Gwent Police",-3.243148,51.686474,"On or near Heol Caradoc","W01001339","Caerphilly 004D","Criminal damage and arson","Awaiting court outcome",NA
"3473","d244636d8f4d863ae3cd3131bdbd7b35238a715eacca77c901d3c4ed999d3991","2013-12","Gwent Police","Gwent Police",-3.241595,51.686275,"On or near Heol Cae-Derwen","W01001339","Caerphilly 004D","Criminal damage and arson","Under investigation",NA
"3474","34f842a3d17771cfb592aad34b83cb02cb16ab32a6ffb4535395dccb7949ad48","2013-12","Gwent Police","Gwent Police",-3.238474,51.684266,"On or near Park View","W01001339","Caerphilly 004D","Criminal damage and arson","No further action at this time",NA
"3485","15f230f7194f94cea808fce87326501895b696a56647ef69fde09c97f10ca72f","2013-12","Gwent Police","Gwent Police",-3.206474,51.703761,"On or near Pantycefn Road","W01001334","Caerphilly 005A","Criminal damage and arson","No further action at this time",NA
"3500","db941315db17b6b4391308c1c85d2de8df3f676306da00ff19a75b0e319c33e5","2013-12","Gwent Police","Gwent Police",-3.205507,51.672291,"On or near Twynyffald Road","W01001347","Caerphilly 005C","Criminal damage and arson","Under investigation",NA
"3507","d207b6caf1e37f38d788f7679cdbce0ea4f9c2d89740299feb06e9ea5bb0e328","2013-12","Gwent Police","Gwent Police",-3.208511,51.673762,"On or near Addison Street","W01001351","Caerphilly 005D","Criminal damage and arson","No further action at this time",NA
"3511","e1d7fcf5a245c2ee58332e2acb9a9f82ada49130c7e70fd244f3d273748c07cf","2013-12","Gwent Police","Gwent Police",-3.163807,51.677612,"On or near Sports/Recreation Area","W01001357","Caerphilly 006B","Criminal damage and arson","No further action at this time",NA
"3518","c85d5d6e1c35bd958bfc026d66a5c269c21af05e3158c40c4ad9e2abea2e5e95","2013-12","Gwent Police","Gwent Police",-3.147028,51.708474,"On or near Pantddu Road","W01001358","Caerphilly 006C","Criminal damage and arson","Under investigation",NA
"3519","b05ba1015d0d54dff89dc7e50fc0cd9c09e77d09c05c3148607ce014b04b2571","2013-12","Gwent Police","Gwent Police",-3.147021,51.697891,"On or near Conway Road","W01001358","Caerphilly 006C","Criminal damage and arson","Under investigation",NA
"3520","639b6f8114b546316a099131d4fc114d546c65629371d45ee03d2f715542a2b8","2013-12","Gwent Police","Gwent Police",-3.151733,51.698807,"On or near Charles Street","W01001358","Caerphilly 006C","Criminal damage and arson","No further action at this time",NA
"3530","2a99a8cd0b81feb28e3279a4c6b7363df3bd12fb307e08785395a46eb37f892e","2013-12","Gwent Police","Gwent Police",-3.166792,51.68064,"On or near Pen-Y-Groes","W01001390","Caerphilly 006E","Criminal damage and arson","Offender given a caution",NA
"3543","81a9457d38078e265865018d06c8176cefb4b737662386c79517a5a80d9868b7","2013-12","Gwent Police","Gwent Police",-3.211119,51.670687,"On or near Cefn-Fforest Avenue","W01001352","Caerphilly 007A","Criminal damage and arson","No further action at this time",NA
"3544","f0ffab738972a46dd640bf058a38e0ee80b7a54ac90daf190d11b875c5615573","2013-12","Gwent Police","Gwent Police",-3.209354,51.671208,"On or near Marianwen Street","W01001352","Caerphilly 007A","Criminal damage and arson","No further action at this time",NA
"3545","413f1dacb092c00b9a487c7d592c119f679ffb5928abc07931963b0f8006761c","2013-12","Gwent Police","Gwent Police",-3.21188,51.673736,"On or near Tynycoed Crescent","W01001352","Caerphilly 007A","Criminal damage and arson","No further action at this time",NA
"3546","43f84ceb6a728642665f7e4635b1a84e5d1a0e2fbdd9c4279e437dec7cfc4ee8","2013-12","Gwent Police","Gwent Police",-3.210813,51.676561,"On or near Petrol Station","W01001352","Caerphilly 007A","Criminal damage and arson","No further action at this time",NA
"3547","4f7b3adb4e00ed55b6180bded86bf37e80c54bc6a29a1cda45ae3b256f039fe5","2013-12","Gwent Police","Gwent Police",-3.211119,51.670687,"On or near Cefn-Fforest Avenue","W01001352","Caerphilly 007A","Criminal damage and arson","No further action at this time",NA
"3561","bbc1456ff8dbdc4043eabaf06a9050537f912433a3944dc6b6693039c1a7bcce","2013-12","Gwent Police","Gwent Police",-3.208097,51.663084,"On or near Westgil Pen Ffordd","W01001353","Caerphilly 007B","Criminal damage and arson","Under investigation",NA
"3562","92bb9cb6905075cf09ef8893bbae206785df29552cf0d137e402a5cc8585716b","2013-12","Gwent Police","Gwent Police",-3.209287,51.667073,"On or near Twyn Gardens","W01001353","Caerphilly 007B","Criminal damage and arson","No further action at this time",NA
"3563","02f9ead61fc0eddb537b70723ff79aaaa4165b1ccf484a7f032e506b45413f32","2013-12","Gwent Police","Gwent Police",-3.208097,51.663084,"On or near Westgil Pen Ffordd","W01001353","Caerphilly 007B","Criminal damage and arson","Under investigation",NA
"3564","8b4b955175e4e5d8c399767eae83509e181c18df94b00eb8572e18bceb1437b7","2013-12","Gwent Police","Gwent Police",-3.210076,51.663567,"On or near Gardd Jolyon","W01001353","Caerphilly 007B","Criminal damage and arson","No further action at this time",NA
"3565","cf818121f15a5b60c41806b91d286b9eb13641943dbacbef1760e4fc10ae949c","2013-12","Gwent Police","Gwent Police",-3.211813,51.665797,"On or near Heol Y Dderwen","W01001353","Caerphilly 007B","Criminal damage and arson","No further action at this time",NA
"3570","c2881b302af016ff759daa5713fee1cea5473562d60d2f2881cabd540fe1a9da","2013-12","Gwent Police","Gwent Police",-3.224052,51.669815,"On or near River Terrace","W01001387","Caerphilly 007C","Criminal damage and arson","No further action at this time",NA
"3585","cc2057b99f930646b2869b6fd6d18882fa74c2466147e6624c7af5baaff67695","2013-12","Gwent Police","Gwent Police",-3.215718,51.665298,"On or near Fron Wen","W01001388","Caerphilly 007D","Criminal damage and arson","Under investigation",NA
"3586","b49ef144f06787ba86ef6e67ed138b586d6792a1b1b6f73cd8ba2bb16d1419e1","2013-12","Gwent Police","Gwent Police",-3.221743,51.664076,"On or near Arvonia Terrace","W01001388","Caerphilly 007D","Criminal damage and arson","Under investigation",NA
"3587","0892127e8a02fb2b211e3653d65fffc86e50db0f9d97c42c5002557a527cd7c3","2013-12","Gwent Police","Gwent Police",-3.219907,51.667305,"On or near Woodland Place","W01001388","Caerphilly 007D","Criminal damage and arson","No further action at this time",NA
"3595","8719c34a2566d97f47d86019a0eab25d0ae76e5866d822dd9e886eb7714b2696","2013-12","Gwent Police","Gwent Police",-3.224467,51.664272,"On or near Ford Road","W01001389","Caerphilly 007E","Criminal damage and arson","Under investigation",NA
"3598","d6a903fb9c8cbbc98dcbefabb7e3ae6e5d60435705012977f2a8d416b80c7b78","2013-12","Gwent Police","Gwent Police",-3.253017,51.663503,"On or near Haman Place","W01001414","Caerphilly 008A","Criminal damage and arson","Under investigation",NA
"3599","9a38021b38f1848292608147915e606c3dd2be95c74453c8b9e1763a78306cdf","2013-12","Gwent Police","Gwent Police",-3.25402,51.664248,"On or near Heol Edward Lewis","W01001414","Caerphilly 008A","Criminal damage and arson","Under investigation",NA
"3600","b21727ccc5a700ad9d245c010612c5ec260bb5f12cae354ef2dfe9dbd16a404e","2013-12","Gwent Police","Gwent Police",-3.253017,51.663503,"On or near Haman Place","W01001414","Caerphilly 008A","Criminal damage and arson","Under investigation",NA
"3601","2b3c3d741f82a767b661aea05c427db0ac7d61ff4bcab5210f4d5aecf6ff6bfc","2013-12","Gwent Police","Gwent Police",-3.253017,51.663503,"On or near Haman Place","W01001414","Caerphilly 008A","Criminal damage and arson","No further action at this time",NA
"3613","8e5740bfc5a0429b6eb56e6cdeaecb3594faaffea31f46dc2236d066a2a70685","2013-12","Gwent Police","Gwent Police",-3.241856,51.672038,"On or near Bryncoed Terrace","W01001416","Caerphilly 008C","Criminal damage and arson","Under investigation",NA
"3625","7508915ae3c7de9e07bf9ad8ac48ad00c594e6e73960ce287f85004733a3c175","2013-12","Gwent Police","Gwent Police",-3.250217,51.659505,"On or near Gelliwen Street","W01001418","Caerphilly 008E","Criminal damage and arson","No further action at this time",NA
"3644","7b1f8d921827b3170b1fce8a0a1083d9c100e780b9cccc03b18894349acac7dc","2013-12","Gwent Police","Gwent Police",-3.20331,51.666883,"On or near Parfitt Place","W01001348","Caerphilly 009A","Criminal damage and arson","No further action at this time",NA
"3678","af3c6b749c44b5b3f4662eb118e4250cdd03338383de881bc60207f070a0badf","2013-12","Gwent Police","Gwent Police",-3.197951,51.666542,"On or near Tuckers Villas","W01001350","Caerphilly 009C","Criminal damage and arson","Under investigation",NA
"3679","33bf47e8a03a9f7037248e866e9f06812936187ee568452bbfece2db462303c2","2013-12","Gwent Police","Gwent Police",-3.197951,51.666542,"On or near Tuckers Villas","W01001350","Caerphilly 009C","Criminal damage and arson","Under investigation",NA
"3710","7d0c7a2d204c189fd20b1b6ef363f905eb6756d69fa6d6c82160ffbbea79dde9","2013-12","Gwent Police","Gwent Police",-3.166083,51.659247,"On or near Fox Avenue","W01001380","Caerphilly 010A","Criminal damage and arson","No further action at this time",NA
"3759","b5e902f5b0203c72cd95045967547ebb9263ccc86ef27af9a5f9e0fc29c72c2f","2013-12","Gwent Police","Gwent Police",-3.178165,51.65686,"On or near Newbridge Road","W01001401","Caerphilly 011A","Criminal damage and arson","Under investigation",NA
"3770","f7bf6f6f67894d69ea2687fe4e09b0e6bd26424758c5df90e0a07fbac5658594","2013-12","Gwent Police","Gwent Police",-3.202997,51.65561,"On or near Highmead","W01001402","Caerphilly 011B","Criminal damage and arson","Under investigation",NA
